1476	CO-CS-SOP-358	144	Global Customer Support (Core)	78	Global Customer Support
1105	CO-SUP-POL-017	144	Global Customer Support (Core)	78	Global Customer Support
1586	CO-OPS-SOP-377	144	Global Customer Support (Core)	78	Global Customer Support
1081	CO-CS-SOP-275	144	Global Customer Support (Core)	78	Global Customer Support
1543	CO-OPS-SOP-364	144	Global Customer Support (Core)	78	Global Customer Support
21	CO-SUP-SOP-385	144	Global Customer Support (Core)	78	Global Customer Support
22	CO-SUP-SOP-006	143	Field Service Engineer	78	Global Customer Support
938	CO-CS-SOP-249	143	Field Service Engineer	78	Global Customer Support
538	CO-LAB-SOP-095	143	Field Service Engineer	78	Global Customer Support
598	CO-LAB-SOP-163	143	Field Service Engineer	78	Global Customer Support
-1	CO-SUP-SOP-002	143	Field Service Engineer	78	Global Customer Support
912	CO-OPS-PTL-048	143	Field Service Engineer	78	Global Customer Support
1532	CO-H&S-P-001	143	Field Service Engineer	78	Global Customer Support
1528	CO-H&S-PRO-004	143	Field Service Engineer	78	Global Customer Support
1526	CO-H&S-PRO-002	143	Field Service Engineer	78	Global Customer Support
1527	CO-H&S-PRO-003	143	Field Service Engineer	78	Global Customer Support
-1	CO-H&S-PRO-005	143	Field Service Engineer	78	Global Customer Support
-1	CO-H&S-P-003	143	Field Service Engineer	78	Global Customer Support
-1	CO-H&S-RA-001	143	Field Service Engineer	78	Global Customer Support
-1	CO-H&S-RA-008	143	Field Service Engineer	78	Global Customer Support
-1	CO-H&S-RA-010	143	Field Service Engineer	78	Global Customer Support
538	CO-LAB-SOP-095	143	Field Service Engineer	78	Global Customer Support
1582	CO-OPS-SOP-376	143	Field Service Engineer	78	Global Customer Support
481	CO-SUP-SOP-068	147	HR Contractors_Contractors and Interns	80	Human Resources
1586	CO-OPS-SOP-377	148	Human Resources (Core)	80	Human Resources
481	CO-SUP-SOP-068	145	IT Department	87	IT Department
1586	CO-OPS-SOP-377	145	IT Department	87	IT Department
-1	CO-SUP-SOP-051	145	IT Department	87	IT Department
573	CO-HR-POL-007	145	IT Department	87	IT Department
574	CO-OPS-POL-008	145	IT Department	87	IT Department
481	CO-SUP-SOP-068	145	IT Department	87	IT Department
487	CO-SUP-SOP-069	145	IT Department	87	IT Department
488	CO-SUP-SOP-070	145	IT Department	87	IT Department
971	CO-PRD1-COP-003	146	Oak House (Core)	70	Oak House
970	CO-PRD1-POL-016	146	Oak House (Core)	70	Oak House
974	CO-PRD1-SOP-261	146	Oak House (Core)	70	Oak House
977	CO-PRD1-SOP-263	146	Oak House (Core)	70	Oak House
980	CO-PRD1-SOP-264	146	Oak House (Core)	70	Oak House
981	CO-PRD1-SOP-265	146	Oak House (Core)	70	Oak House
986	CO-PRD1-SOP-269	146	Oak House (Core)	70	Oak House
1162	CO-PRD1-SOP-304	146	Oak House (Core)	70	Oak House
1176	CO-PRD1-SOP-306	146	Oak House (Core)	70	Oak House
1194	CO-PRD1-SOP-309	146	Oak House (Core)	70	Oak House
1213	CO-PRD1-SOP-312	146	Oak House (Core)	70	Oak House
1462	CO-PRD1-SOP-355	146	Oak House (Core)	70	Oak House
1550	CO-PRD1-SOP-365	146	Oak House (Core)	70	Oak House
1562	CO-PRD1-SOP-369	146	Oak House (Core)	70	Oak House
1563	CO-PRD1-SOP-370	146	Oak House (Core)	70	Oak House
14	CO-DES-SOP-029	146	Oak House (Core)	70	Oak House
-1	CO-LAB-SOP-188	146	Oak House (Core)	70	Oak House
-1	CO-LAB-SOP-192	146	Oak House (Core)	70	Oak House
575	CO-CA-POL-009	146	Oak House (Core)	70	Oak House
1533	CO-H&S-P-002	146	Oak House (Core)	70	Oak House
1500	CO-H&S-COSHH-001	146	Oak House (Core)	70	Oak House
1501	CO-H&S-COSHH-002	146	Oak House (Core)	70	Oak House
1502	CO-H&S-COSHH-003	146	Oak House (Core)	70	Oak House
1503	CO-H&S-COSHH-004	146	Oak House (Core)	70	Oak House
